"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Charles City County, Virginia"	18	0	0	0	NA	0	NA	77	67	31	46	36	37	25
"Charlotte County, Virginia"	14	0	0	0	NA	0	NA	59	30	26	53	27	37	32
"Chesterfield County, Virginia"	11224	223	0.0198681397006415	0	0	50	0.224215246636771	47	61	55	38	47	58	39
"Clarke County, Virginia"	163	4	0.0245398773006135	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"Craig County, Virginia"	21	0	0	0	NA	0	NA	27	60	41	48	33	44	44
"Culpeper County, Virginia"	663	6	0.00904977375565611	0	0	0	0	47	72	41	46	38	66	43
"Cumberland County, Virginia"	0	0	NA	0	NA	0	NA	20	60	31	49	33	31	38
"Dickenson County, Virginia"	13	0	0	0	NA	0	NA	20	60	12	44	28	52	46
"Dinwiddie County, Virginia"	90	0	0	0	NA	0	NA	38	55	31	37	34	44	27
"Essex County, Virginia"	0	0	NA	0	NA	0	NA	69	61	33	52	31	54	36
"Fairfax County, Virginia"	202094	3310	0.0163785169277663	1436	0.433836858006042	1640	0.495468277945619	53	53	79	33	65	60	53
"Fauquier County, Virginia"	767	39	0.0508474576271186	45	1.15384615384615	27	0.692307692307692	58	56	50	39	40	62	34
"Floyd County, Virginia"	170	0	0	0	NA	0	NA	65	60	35	49	31	42	43
"Fluvanna County, Virginia"	166	0	0	0	NA	0	NA	45	52	47	29	38	37	42
"Franklin County, Virginia"	152	0	0	0	NA	0	NA	45	40	40	45	34	39	41
"Frederick County, Virginia"	1152	22	0.0190972222222222	2	0.0909090909090909	20	0.909090909090909	51	70	44	38	40	63	53
"Giles County, Virginia"	95	0	0	0	NA	0	NA	51	76	34	55	36	40	39
"Gloucester County, Virginia"	176	37	0.210227272727273	60	1.62162162162162	0	0	61	56	46	38	37	66	33
"Goochland County, Virginia"	127	0	0	0	NA	0	NA	63	36	52	24	41	59	31
"Grayson County, Virginia"	0	0	NA	0	NA	0	NA	46	60	37	58	31	18	46
"Greene County, Virginia"	236	26	0.110169491525424	0	0	26	1	27	57	43	38	38	49	39
"Greensville County, Virginia"	47	0	0	3	Inf	0	NA	11	12	17	50	31	36	31
"Halifax County, Virginia"	201	0	0	0	NA	0	NA	55	46	34	56	33	42	37
"Hanover County, Virginia"	1423	8	0.005621925509487	0	0	0	0	52	58	55	38	48	75	37
"Henrico County, Virginia"	22163	189	0.00852772639083157	76	0.402116402116402	143	0.756613756613757	53	59	57	51	50	68	43
"Henry County, Virginia"	287	0	0	0	NA	0	NA	49	54	24	51	34	45	43
"Highland County, Virginia"	0	0	NA	0	NA	0	NA	95	60	26	40	23	31	29
"Isle of Wight County, Virginia"	380	6	0.0157894736842105	0	0	0	0	67	39	53	43	41	62	31
"James City County, Virginia"	2047	36	0.0175867122618466	0	0	0	0	65	54	50	45	44	54	38
"King and Queen County, Virginia"	13	13	1	10	0.769230769230769	13	1	26	60	29	32	30	40	31
"King George County, Virginia"	280	16	0.0571428571428571	8	0.5	9	0.5625	38	45	46	42	35	57	40
"King William County, Virginia"	170	0	0	0	NA	0	NA	33	77	40	39	41	54	38
"Lancaster County, Virginia"	123	0	0	0	NA	0	NA	81	54	51	49	32	39	45
"Lee County, Virginia"	61	0	0	0	NA	0	NA	19	37	24	61	32	42	36
"Loudoun County, Virginia"	52794	679	0.0128613099973482	229	0.337260677466863	381	0.561119293078056	56	60	69	26	54	75	45
"Louisa County, Virginia"	169	0	0	0	NA	0	NA	41	34	36	40	33	43	32
"Lunenburg County, Virginia"	34	0	0	0	NA	0	NA	54	60	27	47	29	26	41
"Madison County, Virginia"	81	0	0	0	NA	0	NA	39	71	34	39	34	35	33
"Mathews County, Virginia"	27	0	0	0	NA	0	NA	54	49	54	46	32	55	42
"Mecklenburg County, Virginia"	180	0	0	0	NA	0	NA	53	48	25	56	29	51	40
"Middlesex County, Virginia"	0	0	NA	0	NA	0	NA	68	46	57	39	33	40	40
"Montgomery County, Virginia"	5775	24	0.00415584415584416	19	0.791666666666667	0	0	49	50	57	52	46	43	71
"Nelson County, Virginia"	65	28	0.430769230769231	17	0.607142857142857	28	1	59	38	44	52	31	32	32
"New Kent County, Virginia"	206	0	0	0	NA	0	NA	48	53	38	25	38	45	27
"Northampton County, Virginia"	86	0	0	0	NA	0	NA	67	32	32	64	32	10	35
"Northumberland County, Virginia"	8	0	0	0	NA	0	NA	69	59	43	46	29	20	40
"Nottoway County, Virginia"	44	10	0.227272727272727	0	0	0	0	40	33	32	54	34	47	36
"Orange County, Virginia"	393	24	0.0610687022900763	2	0.0833333333333333	24	1	58	60	44	44	38	53	40
"Page County, Virginia"	121	4	0.0330578512396694	9	2.25	4	1	61	73	25	49	35	45	45
"Patrick County, Virginia"	2	0	0	0	NA	0	NA	31	59	19	53	28	49	38
"Pittsylvania County, Virginia"	226	0	0	0	NA	0	NA	50	59	29	41	34	41	38
"Powhatan County, Virginia"	175	0	0	0	NA	0	NA	29	56	49	23	40	46	37
"Prince Edward County, Virginia"	270	0	0	0	NA	0	NA	53	78	42	52	32	45	36
"Prince George County, Virginia"	734	0	0	0	NA	0	NA	30	43	36	47	42	52	29
"Prince William County, Virginia"	32799	556	0.0169517363334248	346	0.622302158273381	179	0.321942446043165	47	68	55	32	53	65	41
"Pulaski County, Virginia"	52	0	0	0	NA	0	NA	55	32	38	54	37	52	58
"Rappahannock County, Virginia"	53	0	0	0	NA	0	NA	65	60	44	27	33	45	33
"Richmond County, Virginia"	274	0	0	0	NA	0	NA	56	60	31	55	37	51	34
"Roanoke County, Virginia"	2516	58	0.0230524642289348	0	0	58	1	56	71	55	48	47	62	62
"Rockbridge County, Virginia"	149	0	0	0	NA	0	NA	63	50	41	50	33	34	36
"Rockingham County, Virginia"	517	0	0	0	NA	0	NA	52	75	48	45	41	65	55
"Russell County, Virginia"	64	0	0	0	NA	0	NA	27	58	10	51	31	35	42
"Scott County, Virginia"	90	0	0	0	NA	0	NA	25	36	28	67	31	58	53
"Shenandoah County, Virginia"	225	0	0	0	NA	0	NA	56	52	45	54	39	53	37
"Smyth County, Virginia"	100	0	0	0	NA	0	NA	39	39	28	53	36	50	45
"Southampton County, Virginia"	16	0	0	0	NA	0	NA	53	33	21	45	30	35	33
"Spotsylvania County, Virginia"	3291	46	0.0139775144333029	41	0.891304347826087	0	0	51	56	50	42	43	65	37
"Stafford County, Virginia"	3875	32	0.00825806451612903	9	0.28125	9	0.28125	43	65	46	43	46	73	36
"Surry County, Virginia"	54	0	0	0	NA	0	NA	72	60	32	53	30	66	42
"Sussex County, Virginia"	10	0	0	0	NA	0	NA	49	31	23	62	32	60	26
"Tazewell County, Virginia"	163	0	0	0	NA	0	NA	44	60	31	57	34	44	44
"Warren County, Virginia"	377	0	0	0	NA	0	NA	51	42	42	44	39	63	39
"Washington County, Virginia"	264	0	0	0	NA	0	NA	51	54	35	59	35	51	44
"Westmoreland County, Virginia"	48	0	0	0	NA	0	NA	59	60	36	49	35	25	46
"Wise County, Virginia"	204	9	0.0441176470588235	0	0	9	1	38	40	28	57	36	55	41
"Wythe County, Virginia"	189	0	0	0	NA	0	NA	55	62	41	59	35	49	33
"York County, Virginia"	3346	20	0.00597728631201435	20	1	0	0	59	52	60	37	49	71	39
"Alexandria city, Virginia"	9298	299	0.0321574532157453	172	0.575250836120401	128	0.42809364548495	68	37	78	52	71	42	63
"Bristol city, Virginia"	146	0	0	0	NA	0	NA	66	57	37	88	45	49	52
"Buena Vista city, Virginia"	382	0	0	0	NA	0	NA	34	46	37	56	50	62	54
"Charlottesville city, Virginia"	3038	89	0.0292955892034233	68	0.764044943820225	68	0.764044943820225	NA	NA	NA	NA	NA	NA	NA
"Chesapeake city, Virginia"	7391	56	0.00757678257340008	0	0	12	0.214285714285714	57	40	51	39	49	66	43
"Colonial Heights city, Virginia"	569	0	0	9	Inf	0	NA	42	38	47	55	44	80	46
"Covington city, Virginia"	21	0	0	0	NA	0	NA	73	30	41	61	46	61	46
"Danville city, Virginia"	515	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Emporia city, Virginia"	61	0	0	0	NA	0	NA	48	33	26	76	42	54	38
"Fairfax city, Virginia"	3466	86	0.0248124639353722	0	0	12	0.13953488372093	NA	NA	NA	NA	NA	NA	NA
"Falls Church city, Virginia"	1179	16	0.0135708227311281	16	1	0	0	NA	NA	NA	NA	NA	NA	NA
"Franklin city, Virginia"	73	0	0	0	NA	0	NA	62	45	28	50	32	35	37
"Fredericksburg city, Virginia"	741	0	0	0	NA	0	NA	77	52	57	77	47	44	45
"Galax city, Virginia"	15	0	0	0	NA	0	NA	61	45	41	69	42	46	51
"Hampton city, Virginia"	3145	171	0.0543720190779014	0	0	0	0	59	49	51	54	51	58	50
"Harrisonburg city, Virginia"	1818	0	0	0	NA	0	NA	44	38	52	55	51	44	67
"Hopewell city, Virginia"	294	17	0.0578231292517007	0	0	17	1	28	60	38	65	45	52	50
"Lexington city, Virginia"	316	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Lynchburg city, Virginia"	2211	26	0.0117593848937133	12	0.461538461538462	14	0.538461538461538	61	57	50	62	43	53	66
"Manassas city, Virginia"	2054	54	0.0262901655306719	0	0	38	0.703703703703704	55	42	54	45	56	52	48
"Manassas Park city, Virginia"	1187	57	0.0480202190395956	0	0	44	0.771929824561403	24	42	62	40	59	66	49
"Martinsville city, Virginia"	19	0	0	0	NA	0	NA	76	46	33	61	42	53	55
"Newport News city, Virginia"	5061	95	0.0187709938747283	41	0.431578947368421	33	0.347368421052632	61	57	52	63	53	52	50
"Norfolk city, Virginia"	8225	110	0.0133738601823708	39	0.354545454545455	31	0.281818181818182	49	46	50	56	54	37	60
"Norton city, Virginia"	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Petersburg city, Virginia"	315	10	0.0317460317460317	0	0	10	1	NA	NA	NA	NA	NA	NA	NA
"Poquoson city, Virginia"	342	0	0	0	NA	0	NA	50	46	59	22	50	68	41
"Portsmouth city, Virginia"	1134	33	0.0291005291005291	0	0	33	1	57	38	42	51	49	49	54
"Radford city, Virginia"	289	7	0.0242214532871972	0	0	0	0	49	45	55	68	46	44	68
"Richmond city, Virginia"	4741	260	0.0548407508964354	72	0.276923076923077	14	0.0538461538461538	67	60	50	75	52	38	54
"Roanoke city, Virginia"	2065	23	0.011138014527845	0	0	23	1	NA	NA	NA	NA	NA	NA	NA
"Salem city, Virginia"	497	64	0.128772635814889	0	0	17	0.265625	61	59	50	50	49	72	67
"Staunton city, Virginia"	253	0	0	0	NA	0	NA	75	46	43	62	50	40	57
"Suffolk city, Virginia"	1178	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Virginia Beach city, Virginia"	28921	213	0.00736489056395007	55	0.258215962441315	94	0.44131455399061	54	54	54	45	49	55	48
"Waynesboro city, Virginia"	181	0	0	0	NA	0	NA	67	41	39	56	46	53	56
"Williamsburg city, Virginia"	778	0	0	10	Inf	0	NA	72	40	52	51	46	35	44
"Winchester city, Virginia"	641	3	0.0046801872074883	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
"Adams County, Washington"	184	0	0	0	NA	0	NA	50	81	40	58	35	57	49
"Asotin County, Washington"	169	0	0	0	NA	0	NA	38	71	36	53	43	33	50
"Benton County, Washington"	4902	275	0.0560995512035904	22	0.08	50	0.181818181818182	57	66	45	52	46	60	44
"Chelan County, Washington"	637	0	0	0	NA	0	NA	65	55	43	47	41	59	56
"Clallam County, Washington"	1066	57	0.0534709193245779	37	0.649122807017544	0	0	63	68	44	55	38	37	54
"Clark County, Washington"	18216	323	0.0177316644707949	90	0.278637770897833	144	0.445820433436532	47	64	55	48	51	62	53
"Columbia County, Washington"	20	0	0	0	NA	0	NA	92	82	49	59	30	35	68
"Cowlitz County, Washington"	1462	31	0.021203830369357	0	0	0	0	49	73	38	48	43	53	52
"Douglas County, Washington"	339	12	0.0353982300884956	0	0	0	0	52	62	38	47	41	47	56
"Ferry County, Washington"	9	0	0	0	NA	0	NA	53	41	33	52	24	39	46
"Franklin County, Washington"	1704	30	0.0176056338028169	30	1	0	0	47	70	28	53	47	47	42
"Garfield County, Washington"	9	0	0	0	NA	0	NA	52	62	33	37	32	50	61
"Grant County, Washington"	966	14	0.0144927536231884	9	0.642857142857143	0	0	41	69	37	58	34	52	47
"Grays Harbor County, Washington"	1076	41	0.0381040892193309	8	0.195121951219512	0	0	63	80	33	51	37	40	56
"Island County, Washington"	3504	52	0.0148401826484018	24	0.461538461538462	8	0.153846153846154	61	54	53	43	43	31	60
"Jefferson County, Washington"	511	24	0.0469667318982387	37	1.54166666666667	0	0	80	69	42	53	36	32	61
"King County, Washington"	306079	2531	0.00826910699525286	1386	0.547609640458317	1327	0.524298696167523	54	66	74	55	61	55	58
"Kitsap County, Washington"	12475	119	0.00953907815631263	66	0.554621848739496	45	0.378151260504202	62	70	54	46	46	43	52
"Kittitas County, Washington"	902	114	0.126385809312639	57	0.5	57	0.5	63	47	47	51	35	40	54
"Klickitat County, Washington"	122	0	0	0	NA	0	NA	64	78	44	52	32	50	47
"Lewis County, Washington"	785	5	0.00636942675159236	5	1	0	0	55	75	42	50	36	49	45
"Lincoln County, Washington"	40	0	0	0	NA	0	NA	73	53	39	51	31	38	50
"Mason County, Washington"	903	0	0	0	NA	0	NA	56	79	28	41	29	38	51
"Okanogan County, Washington"	292	3	0.0102739726027397	0	0	3	1	61	61	27	58	31	48	49
"Pacific County, Washington"	450	15	0.0333333333333333	23	1.53333333333333	6	0.4	76	62	17	52	29	32	55
"Pend Oreille County, Washington"	11	0	0	0	NA	0	NA	68	60	43	53	24	49	45
"Pierce County, Washington"	48641	786	0.0161592072531404	303	0.385496183206107	290	0.368956743002545	52	59	52	54	48	60	42
"San Juan County, Washington"	220	0	0	0	NA	0	NA	92	42	65	46	33	26	49
"Skagit County, Washington"	2058	23	0.011175898931001	6	0.260869565217391	4	0.173913043478261	63	68	53	49	38	53	46
"Skamania County, Washington"	131	0	0	0	NA	0	NA	49	62	52	51	32	48	38
"Snohomish County, Washington"	68757	1002	0.0145730616519045	405	0.404191616766467	421	0.420159680638723	50	65	61	48	53	67	48
"Spokane County, Washington"	11078	285	0.02572666546308	86	0.301754385964912	53	0.185964912280702	51	67	50	60	48	56	63
"Stevens County, Washington"	244	5	0.0204918032786885	0	0	0	0	59	71	42	47	31	60	49
"Thurston County, Washington"	14897	142	0.00953212056118682	79	0.556338028169014	53	0.373239436619718	55	66	46	43	47	61	48
"Wahkiakum County, Washington"	37	10	0.27027027027027	0	0	0	0	49	61	27	49	34	31	50
"Walla Walla County, Washington"	996	31	0.0311244979919679	9	0.290322580645161	31	1	50	74	54	49	45	54	56
"Whatcom County, Washington"	8034	310	0.0385860094597959	113	0.364516129032258	109	0.351612903225806	62	68	57	50	42	45	51
"Whitman County, Washington"	3555	68	0.0191279887482419	49	0.720588235294118	0	0	50	76	58	56	40	32	59
"Yakima County, Washington"	2591	21	0.00810497877267464	0	0	12	0.571428571428571	51	64	36	49	42	49	46
"Barbour County, West Virginia"	59	3	0.0508474576271186	0	0	0	0	62	61	28	57	35	40	44
"Berkeley County, West Virginia"	897	82	0.0914158305462653	82	1	0	0	60	39	33	52	41	54	36
"Boone County, West Virginia"	8	0	0	0	NA	0	NA	47	61	21	57	31	69	31
"Braxton County, West Virginia"	22	0	0	0	NA	0	NA	49	55	27	59	33	43	30
"Brooke County, West Virginia"	121	0	0	0	NA	0	NA	56	55	33	56	45	56	46
"Cabell County, West Virginia"	1059	37	0.0349386213408876	24	0.648648648648649	41	1.10810810810811	72	64	40	64	40	37	49
"Calhoun County, West Virginia"	6	0	0	0	NA	0	NA	59	61	12	60	30	37	45
"Clay County, West Virginia"	0	0	NA	0	NA	0	NA	41	61	15	56	29	76	32
"Doddridge County, West Virginia"	0	0	NA	0	NA	0	NA	44	61	17	49	33	47	31
"Fayette County, West Virginia"	46	0	0	0	NA	0	NA	57	41	27	62	37	41	41
"Gilmer County, West Virginia"	17	0	0	0	NA	0	NA	41	79	13	48	32	31	38
"Grant County, West Virginia"	0	0	NA	0	NA	0	NA	57	59	22	55	36	57	37
"Greenbrier County, West Virginia"	132	0	0	0	NA	0	NA	80	79	34	60	38	46	36
"Hampshire County, West Virginia"	17	0	0	0	NA	0	NA	60	47	17	57	29	52	38
"Hancock County, West Virginia"	85	0	0	0	NA	0	NA	69	63	23	55	50	43	47
"Hardy County, West Virginia"	50	0	0	12	Inf	0	NA	68	61	30	59	29	55	37
"Harrison County, West Virginia"	369	0	0	0	NA	0	NA	69	73	35	58	40	62	47
"Jackson County, West Virginia"	0	0	NA	0	NA	0	NA	64	60	20	58	38	41	31
"Jefferson County, West Virginia"	868	20	0.0230414746543779	8	0.4	10	0.5	48	43	45	45	42	61	37
"Kanawha County, West Virginia"	1957	17	0.00868676545733265	8	0.470588235294118	9	0.529411764705882	75	63	35	62	41	59	49
"Lewis County, West Virginia"	30	8	0.266666666666667	0	0	8	1	74	59	26	65	38	58	33
"Lincoln County, West Virginia"	50	0	0	0	NA	0	NA	41	61	28	57	27	51	34
"Logan County, West Virginia"	130	10	0.0769230769230769	7	0.7	3	0.3	61	61	9	57	29	59	37
"McDowell County, West Virginia"	25	0	0	0	NA	0	NA	54	46	11	61	29	52	35
"Marion County, West Virginia"	280	0	0	0	NA	0	NA	79	63	32	58	43	47	50
"Marshall County, West Virginia"	140	0	0	11	Inf	0	NA	72	53	27	64	40	45	42
"Mason County, West Virginia"	24	0	0	0	NA	0	NA	74	57	23	60	33	43	40
"Mercer County, West Virginia"	388	0	0	0	NA	0	NA	70	51	29	63	35	46	45
"Mineral County, West Virginia"	32	0	0	0	NA	0	NA	56	59	14	64	38	49	62
"Mingo County, West Virginia"	121	0	0	0	NA	0	NA	60	62	13	68	31	43	34
"Monongalia County, West Virginia"	3251	53	0.0163026760996616	35	0.660377358490566	4	0.0754716981132075	60	66	49	56	44	37	48
"Monroe County, West Virginia"	0	0	NA	0	NA	0	NA	50	61	28	55	31	35	40
"Morgan County, West Virginia"	67	5	0.0746268656716418	0	0	5	1	82	61	33	48	33	21	38
"Nicholas County, West Virginia"	206	0	0	0	NA	0	NA	63	60	22	62	30	37	35
"Ohio County, West Virginia"	395	0	0	0	NA	0	NA	86	41	47	72	45	56	44
"Pendleton County, West Virginia"	6	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Pleasants County, West Virginia"	0	0	NA	0	NA	0	NA	58	56	20	59	42	68	40
"Pocahontas County, West Virginia"	0	0	NA	0	NA	0	NA	87	41	42	41	25	57	37
"Preston County, West Virginia"	52	0	0	0	NA	0	NA	64	58	22	57	33	64	43
"Putnam County, West Virginia"	326	0	0	0	NA	0	NA	68	54	39	49	43	59	45
"Raleigh County, West Virginia"	877	41	0.0467502850627138	37	0.902439024390244	12	0.292682926829268	66	80	24	60	36	61	40
"Randolph County, West Virginia"	93	0	0	0	NA	93	Inf	72	52	33	63	35	57	44
"Ritchie County, West Virginia"	0	0	NA	0	NA	0	NA	47	61	13	59	32	58	31
"Roane County, West Virginia"	18	0	0	0	NA	0	NA	57	61	18	61	33	37	39
"Summers County, West Virginia"	8	0	0	0	NA	0	NA	44	62	20	69	27	27	43
"Taylor County, West Virginia"	117	0	0	0	NA	0	NA	70	61	21	62	44	29	47
"Tucker County, West Virginia"	5	0	0	0	NA	0	NA	53	78	34	57	36	46	42
"Tyler County, West Virginia"	1	1	1	0	0	0	0	54	59	19	58	37	64	41
"Upshur County, West Virginia"	51	0	0	0	NA	0	NA	67	42	36	59	41	50	42
"Wayne County, West Virginia"	113	0	0	0	NA	0	NA	44	72	29	60	35	49	41
"Webster County, West Virginia"	31	0	0	0	NA	0	NA	50	61	20	67	28	29	45
"Wetzel County, West Virginia"	88	0	0	0	NA	0	NA	71	60	25	63	40	57	42
"Wirt County, West Virginia"	0	0	NA	0	NA	0	NA	54	61	11	63	25	63	33
"Wood County, West Virginia"	501	0	0	0	NA	0	NA	76	47	27	60	44	55	54
"Wyoming County, West Virginia"	5	0	0	0	NA	0	NA	40	49	13	62	26	52	36
"Adams County, Wisconsin"	77	0	0	0	NA	0	NA	40	53	37	49	26	49	42
"Ashland County, Wisconsin"	94	0	0	0	NA	0	NA	77	74	50	62	33	69	51
"Barron County, Wisconsin"	199	2	0.0100502512562814	0	0	0	0	71	55	39	54	39	71	45
"Bayfield County, Wisconsin"	64	2	0.03125	2	1	1	0.5	98	61	54	55	25	48	45
"Brown County, Wisconsin"	7308	124	0.016967706622879	113	0.911290322580645	10	0.0806451612903226	63	56	58	48	51	69	65
"Buffalo County, Wisconsin"	3	0	0	0	NA	0	NA	68	59	45	44	37	53	46
"Burnett County, Wisconsin"	60	2	0.0333333333333333	0	0	8	4	83	61	37	48	26	46	48
"Calumet County, Wisconsin"	1131	0	0	0	NA	0	NA	60	48	57	58	48	81	45
"Chippewa County, Wisconsin"	790	0	0	0	NA	0	NA	61	69	45	51	40	73	43
"Clark County, Wisconsin"	115	4	0.0347826086956522	7	1.75	4	1	58	48	31	52	37	53	45
"Columbia County, Wisconsin"	276	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Crawford County, Wisconsin"	32	0	0	0	NA	3	Inf	66	60	52	56	41	72	43
"Dane County, Wisconsin"	26220	228	0.00869565217391304	150	0.657894736842105	69	0.302631578947368	78	66	73	66	57	66	60
"Dodge County, Wisconsin"	455	10	0.021978021978022	0	0	0	0	61	50	50	50	47	73	47
"Door County, Wisconsin"	132	0	0	0	NA	0	NA	100	65	58	50	35	64	48
"Douglas County, Wisconsin"	485	9	0.0185567010309278	9	1	0	0	61	59	46	82	40	52	74
"Dunn County, Wisconsin"	1079	0	0	0	NA	0	NA	66	52	53	54	40	63	46
"Eau Claire County, Wisconsin"	3149	0	0	4	Inf	15	Inf	78	63	54	54	46	62	52
"Florence County, Wisconsin"	2	0	0	0	NA	0	NA	76	81	41	53	20	57	43
"Fond du Lac County, Wisconsin"	1249	28	0.022417934347478	0	0	14	0.5	64	55	55	53	46	72	49
"Forest County, Wisconsin"	7	0	0	0	NA	0	NA	71	74	40	57	24	55	47
"Grant County, Wisconsin"	292	4	0.0136986301369863	0	0	0	0	59	60	48	56	41	66	48
"Green County, Wisconsin"	179	0	0	0	NA	0	NA	73	58	55	51	40	80	48
"Green Lake County, Wisconsin"	70	0	0	4	Inf	8	Inf	71	35	46	55	40	56	46
"Iowa County, Wisconsin"	139	0	0	0	NA	0	NA	84	60	57	48	36	88	31
"Iron County, Wisconsin"	2	0	0	0	NA	0	NA	53	61	40	65	24	51	49
"Jackson County, Wisconsin"	89	0	0	0	NA	0	NA	60	73	47	51	33	71	44
"Jefferson County, Wisconsin"	610	7	0.0114754098360656	0	0	7	1	67	50	56	51	46	67	51
"Juneau County, Wisconsin"	88	4	0.0454545454545455	4	1	4	1	49	53	40	50	33	51	38
"Kenosha County, Wisconsin"	2381	27	0.0113397732045359	16	0.592592592592593	0	0	56	53	50	48	51	60	49
"Kewaunee County, Wisconsin"	78	0	0	0	NA	0	NA	49	65	46	49	41	86	43
"La Crosse County, Wisconsin"	5104	45	0.0088166144200627	9	0.2	4	0.0888888888888889	76	66	65	56	51	77	75
"Lafayette County, Wisconsin"	27	0	0	0	NA	0	NA	52	46	44	48	37	60	40
"Langlade County, Wisconsin"	80	0	0	0	NA	0	NA	77	61	51	55	30	58	50
"Lincoln County, Wisconsin"	156	0	0	0	NA	0	NA	71	59	49	55	36	66	48
"Manitowoc County, Wisconsin"	1961	6	0.00305966343702193	10	1.66666666666667	0	0	69	53	51	55	45	65	52
"Marathon County, Wisconsin"	7188	14	0.00194769059543684	18	1.28571428571429	10	0.714285714285714	67	67	50	49	45	72	59
"Marinette County, Wisconsin"	230	7	0.0304347826086957	0	0	7	1	62	59	33	57	34	67	45
"Marquette County, Wisconsin"	71	2	0.028169014084507	0	0	2	1	69	60	31	49	30	45	38
"Menominee County, Wisconsin"	86	0	0	0	NA	0	NA	42	46	14	61	29	48	43
"Milwaukee County, Wisconsin"	34374	380	0.0110548670506778	83	0.218421052631579	120	0.315789473684211	63	54	54	70	60	54	76
"Monroe County, Wisconsin"	316	16	0.0506329113924051	10	0.625	2	0.125	61	80	46	49	37	69	45
"Oconto County, Wisconsin"	137	0	0	0	NA	0	NA	58	46	42	45	32	80	54
"Oneida County, Wisconsin"	238	6	0.0252100840336134	0	0	0	0	78	51	51	52	30	55	49
"Outagamie County, Wisconsin"	5378	3	0.000557828188917813	0	0	0	0	70	52	60	61	50	79	48
"Ozaukee County, Wisconsin"	1737	14	0.00805987334484744	0	0	4	0.285714285714286	80	53	67	52	54	73	55
"Pepin County, Wisconsin"	12	0	0	0	NA	0	NA	83	61	36	40	36	60	48
"Pierce County, Wisconsin"	454	0	0	0	NA	0	NA	62	61	56	48	41	79	42
"Polk County, Wisconsin"	223	6	0.0269058295964126	0	0	6	1	77	44	42	52	34	66	44
"Portage County, Wisconsin"	1924	0	0	0	NA	0	NA	67	60	54	53	43	66	53
"Price County, Wisconsin"	90	1	0.0111111111111111	1	1	0	0	71	34	40	57	28	63	51
"Racine County, Wisconsin"	2328	14	0.00601374570446735	0	0	14	1	67	46	49	51	51	50	62
"Richland County, Wisconsin"	67	0	0	0	NA	0	NA	69	60	46	52	38	65	44
"Rock County, Wisconsin"	1770	38	0.0214689265536723	0	0	7	0.184210526315789	64	56	51	50	48	63	55
"Rusk County, Wisconsin"	56	0	0	0	NA	0	NA	65	60	38	59	31	50	49
"St. Croix County, Wisconsin"	835	0	0	0	NA	0	NA	70	60	53	52	44	82	48
"Sauk County, Wisconsin"	462	12	0.025974025974026	25	2.08333333333333	1	0.0833333333333333	86	67	51	50	38	84	46
"Sawyer County, Wisconsin"	61	3	0.0491803278688525	2	0.666666666666667	1	0.333333333333333	77	48	48	50	22	51	46
"Shawano County, Wisconsin"	188	0	0	10	Inf	0	NA	62	49	40	53	36	58	40
"Sheboygan County, Wisconsin"	5547	11	0.00198305390301064	11	1	0	0	74	56	61	53	46	79	68
"Taylor County, Wisconsin"	30	0	0	0	NA	0	NA	61	70	47	52	32	66	47
"Trempealeau County, Wisconsin"	155	4	0.0258064516129032	3	0.75	4	1	67	59	44	55	39	77	44
"Vernon County, Wisconsin"	121	0	0	0	NA	0	NA	76	80	52	58	40	54	58
"Vilas County, Wisconsin"	102	0	0	0	NA	0	NA	93	81	53	53	27	46	47
"Walworth County, Wisconsin"	858	29	0.0337995337995338	8	0.275862068965517	29	1	69	58	49	49	43	58	43
"Washburn County, Wisconsin"	83	2	0.0240963855421687	0	0	0	0	79	40	41	52	30	59	50
"Washington County, Wisconsin"	1483	81	0.0546190155091032	71	0.876543209876543	17	0.209876543209877	66	75	57	53	50	85	48
"Waukesha County, Wisconsin"	10972	58	0.00528618301130149	30	0.517241379310345	0	0	67	40	65	57	54	80	54
"Waupaca County, Wisconsin"	230	2	0.00869565217391304	3	1.5	2	1	64	56	53	51	40	64	42
"Waushara County, Wisconsin"	89	1	0.0112359550561798	3	3	0	0	69	61	44	48	31	51	37
"Winnebago County, Wisconsin"	3843	32	0.00832682799895915	0	0	21	0.65625	65	56	56	65	49	72	53
"Wood County, Wisconsin"	1483	0	0	0	NA	0	NA	70	42	51	58	43	88	55
"Albany County, Wyoming"	1156	13	0.0112456747404844	0	0	0	0	63	65	61	57	43	38	62
"Big Horn County, Wyoming"	63	0	0	0	NA	0	NA	69	80	35	38	34	62	49
"Campbell County, Wyoming"	289	0	0	0	NA	0	NA	53	48	34	57	37	81	41
