county,engagement,environment,health,housing,neighborhood,opportunity,transportation
Bedford+County+Virginia,Bedford+County+Virginia,52,53,47,37,37,41,58
Bland+County+Virginia,Bland+County+Virginia,30,52,41,39,35,58,26
Botetourt+County+Virginia,Botetourt+County+Virginia,59,38,50,30,41,50,49
Brunswick+County+Virginia,Brunswick+County+Virginia,33,52,16,53,31,31,37
Buchanan+County+Virginia,Buchanan+County+Virginia,24,58,18,48,26,52,36
Buckingham+County+Virginia,Buckingham+County+Virginia,45,56,33,44,30,33,42
Campbell+County+Virginia,Campbell+County+Virginia,53,41,43,44,38,50,53
Caroline+County+Virginia,Caroline+County+Virginia,40,51,39,39,36,36,29
Carroll+County+Virginia,Carroll+County+Virginia,43,76,35,53,29,35,37
Charles+City+County+Virginia,Charles+City+County+Virginia,77,67,31,46,36,37,25
Charlotte+County+Virginia,Charlotte+County+Virginia,59,30,26,53,27,37,32
Chesterfield+County+Virginia,Chesterfield+County+Virginia,47,61,55,38,47,58,39
Clarke+County+Virginia,Clarke+County+Virginia,,,,,,,
Craig+County+Virginia,Craig+County+Virginia,27,60,41,48,33,44,44
Culpeper+County+Virginia,Culpeper+County+Virginia,47,72,41,46,38,66,43
Cumberland+County+Virginia,Cumberland+County+Virginia,20,60,31,49,33,31,38
Dickenson+County+Virginia,Dickenson+County+Virginia,20,60,12,44,28,52,46
Dinwiddie+County+Virginia,Dinwiddie+County+Virginia,38,55,31,37,34,44,27
Essex+County+Virginia,Essex+County+Virginia,69,61,33,52,31,54,36
Fairfax+County+Virginia,Fairfax+County+Virginia,53,53,79,33,65,60,53
Fauquier+County+Virginia,Fauquier+County+Virginia,58,56,50,39,40,62,34
Floyd+County+Virginia,Floyd+County+Virginia,65,60,35,49,31,42,43
Fluvanna+County+Virginia,Fluvanna+County+Virginia,45,52,47,29,38,37,42
Franklin+County+Virginia,Franklin+County+Virginia,45,40,40,45,34,39,41
Frederick+County+Virginia,Frederick+County+Virginia,51,70,44,38,40,63,53
Giles+County+Virginia,Giles+County+Virginia,51,76,34,55,36,40,39
Gloucester+County+Virginia,Gloucester+County+Virginia,61,56,46,38,37,66,33
Goochland+County+Virginia,Goochland+County+Virginia,63,36,52,24,41,59,31
Grayson+County+Virginia,Grayson+County+Virginia,46,60,37,58,31,18,46
Greene+County+Virginia,Greene+County+Virginia,27,57,43,38,38,49,39
Greensville+County+Virginia,Greensville+County+Virginia,11,12,17,50,31,36,31
Halifax+County+Virginia,Halifax+County+Virginia,55,46,34,56,33,42,37
Hanover+County+Virginia,Hanover+County+Virginia,52,58,55,38,48,75,37
Henrico+County+Virginia,Henrico+County+Virginia,53,59,57,51,50,68,43
Henry+County+Virginia,Henry+County+Virginia,49,54,24,51,34,45,43
Highland+County+Virginia,Highland+County+Virginia,95,60,26,40,23,31,29
Isle+of+Wight+County+Virginia,Isle+of+Wight+County+Virginia,67,39,53,43,41,62,31
James+City+County+Virginia,James+City+County+Virginia,65,54,50,45,44,54,38
King+and+Queen+County+Virginia,King+and+Queen+County+Virginia,26,60,29,32,30,40,31
King+George+County+Virginia,King+George+County+Virginia,38,45,46,42,35,57,40
King+William+County+Virginia,King+William+County+Virginia,33,77,40,39,41,54,38
Lancaster+County+Virginia,Lancaster+County+Virginia,81,54,51,49,32,39,45
Lee+County+Virginia,Lee+County+Virginia,19,37,24,61,32,42,36
Loudoun+County+Virginia,Loudoun+County+Virginia,56,60,69,26,54,75,45
Louisa+County+Virginia,Louisa+County+Virginia,41,34,36,40,33,43,32
Lunenburg+County+Virginia,Lunenburg+County+Virginia,54,60,27,47,29,26,41
Madison+County+Virginia,Madison+County+Virginia,39,71,34,39,34,35,33
Mathews+County+Virginia,Mathews+County+Virginia,54,49,54,46,32,55,42
Mecklenburg+County+Virginia,Mecklenburg+County+Virginia,53,48,25,56,29,51,40
Middlesex+County+Virginia,Middlesex+County+Virginia,68,46,57,39,33,40,40
Montgomery+County+Virginia,Montgomery+County+Virginia,49,50,57,52,46,43,71
Nelson+County+Virginia,Nelson+County+Virginia,59,38,44,52,31,32,32
New+Kent+County+Virginia,New+Kent+County+Virginia,48,53,38,25,38,45,27
Northampton+County+Virginia,Northampton+County+Virginia,67,32,32,64,32,10,35
Northumberland+County+Virginia,Northumberland+County+Virginia,69,59,43,46,29,20,40
Nottoway+County+Virginia,Nottoway+County+Virginia,40,33,32,54,34,47,36
Orange+County+Virginia,Orange+County+Virginia,58,60,44,44,38,53,40
Page+County+Virginia,Page+County+Virginia,61,73,25,49,35,45,45
Patrick+County+Virginia,Patrick+County+Virginia,31,59,19,53,28,49,38
Pittsylvania+County+Virginia,Pittsylvania+County+Virginia,50,59,29,41,34,41,38
Powhatan+County+Virginia,Powhatan+County+Virginia,29,56,49,23,40,46,37
Prince+Edward+County+Virginia,Prince+Edward+County+Virginia,53,78,42,52,32,45,36
Prince+George+County+Virginia,Prince+George+County+Virginia,30,43,36,47,42,52,29
Prince+William+County+Virginia,Prince+William+County+Virginia,47,68,55,32,53,65,41
Pulaski+County+Virginia,Pulaski+County+Virginia,55,32,38,54,37,52,58
Rappahannock+County+Virginia,Rappahannock+County+Virginia,65,60,44,27,33,45,33
Richmond+County+Virginia,Richmond+County+Virginia,56,60,31,55,37,51,34
Roanoke+County+Virginia,Roanoke+County+Virginia,56,71,55,48,47,62,62
Rockbridge+County+Virginia,Rockbridge+County+Virginia,63,50,41,50,33,34,36
Rockingham+County+Virginia,Rockingham+County+Virginia,52,75,48,45,41,65,55
Russell+County+Virginia,Russell+County+Virginia,27,58,10,51,31,35,42
Scott+County+Virginia,Scott+County+Virginia,25,36,28,67,31,58,53
Shenandoah+County+Virginia,Shenandoah+County+Virginia,56,52,45,54,39,53,37
Smyth+County+Virginia,Smyth+County+Virginia,39,39,28,53,36,50,45
Southampton+County+Virginia,Southampton+County+Virginia,53,33,21,45,30,35,33
Spotsylvania+County+Virginia,Spotsylvania+County+Virginia,51,56,50,42,43,65,37
Stafford+County+Virginia,Stafford+County+Virginia,43,65,46,43,46,73,36
Surry+County+Virginia,Surry+County+Virginia,72,60,32,53,30,66,42
Sussex+County+Virginia,Sussex+County+Virginia,49,31,23,62,32,60,26
Tazewell+County+Virginia,Tazewell+County+Virginia,44,60,31,57,34,44,44
Warren+County+Virginia,Warren+County+Virginia,51,42,42,44,39,63,39
Washington+County+Virginia,Washington+County+Virginia,51,54,35,59,35,51,44
Westmoreland+County+Virginia,Westmoreland+County+Virginia,59,60,36,49,35,25,46
Wise+County+Virginia,Wise+County+Virginia,38,40,28,57,36,55,41
Wythe+County+Virginia,Wythe+County+Virginia,55,62,41,59,35,49,33
York+County+Virginia,York+County+Virginia,59,52,60,37,49,71,39
Alexandria+city+Virginia,Alexandria+city+Virginia,68,37,78,52,71,42,63
Bristol+city+Virginia,Bristol+city+Virginia,66,57,37,88,45,49,52
Buena+Vista+city+Virginia,Buena+Vista+city+Virginia,34,46,37,56,50,62,54
Charlottesville+city+Virginia,Charlottesville+city+Virginia,,,,,,,
Chesapeake+city+Virginia,Chesapeake+city+Virginia,57,40,51,39,49,66,43
Colonial+Heights+city+Virginia,Colonial+Heights+city+Virginia,42,38,47,55,44,80,46
Covington+city+Virginia,Covington+city+Virginia,73,30,41,61,46,61,46
Danville+city+Virginia,Danville+city+Virginia,,,,,,,
Emporia+city+Virginia,Emporia+city+Virginia,48,33,26,76,42,54,38
Fairfax+city+Virginia,Fairfax+city+Virginia,,,,,,,
Falls+Church+city+Virginia,Falls+Church+city+Virginia,,,,,,,
Franklin+city+Virginia,Franklin+city+Virginia,62,45,28,50,32,35,37
Fredericksburg+city+Virginia,Fredericksburg+city+Virginia,77,52,57,77,47,44,45
Galax+city+Virginia,Galax+city+Virginia,61,45,41,69,42,46,51
Hampton+city+Virginia,Hampton+city+Virginia,59,49,51,54,51,58,50
Harrisonburg+city+Virginia,Harrisonburg+city+Virginia,44,38,52,55,51,44,67
Hopewell+city+Virginia,Hopewell+city+Virginia,28,60,38,65,45,52,50
Lexington+city+Virginia,Lexington+city+Virginia,,,,,,,
Lynchburg+city+Virginia,Lynchburg+city+Virginia,61,57,50,62,43,53,66
Manassas+city+Virginia,Manassas+city+Virginia,55,42,54,45,56,52,48
Manassas+Park+city+Virginia,Manassas+Park+city+Virginia,24,42,62,40,59,66,49
Martinsville+city+Virginia,Martinsville+city+Virginia,76,46,33,61,42,53,55
Newport+News+city+Virginia,Newport+News+city+Virginia,61,57,52,63,53,52,50
Norfolk+city+Virginia,Norfolk+city+Virginia,49,46,50,56,54,37,60
Norton+city+Virginia,Norton+city+Virginia,,,,,,,
Petersburg+city+Virginia,Petersburg+city+Virginia,,,,,,,
Poquoson+city+Virginia,Poquoson+city+Virginia,50,46,59,22,50,68,41
Portsmouth+city+Virginia,Portsmouth+city+Virginia,57,38,42,51,49,49,54
Radford+city+Virginia,Radford+city+Virginia,49,45,55,68,46,44,68
Richmond+city+Virginia,Richmond+city+Virginia,67,60,50,75,52,38,54
Roanoke+city+Virginia,Roanoke+city+Virginia,,,,,,,
Salem+city+Virginia,Salem+city+Virginia,61,59,50,50,49,72,67
Staunton+city+Virginia,Staunton+city+Virginia,75,46,43,62,50,40,57
Suffolk+city+Virginia,Suffolk+city+Virginia,,,,,,,
Virginia+Beach+city+Virginia,Virginia+Beach+city+Virginia,54,54,54,45,49,55,48
Waynesboro+city+Virginia,Waynesboro+city+Virginia,67,41,39,56,46,53,56
Williamsburg+city+Virginia,Williamsburg+city+Virginia,72,40,52,51,46,35,44
Winchester+city+Virginia,Winchester+city+Virginia,,,,,,,
Adams+County+Washington,Adams+County+Washington,50,81,40,58,35,57,49
Asotin+County+Washington,Asotin+County+Washington,38,71,36,53,43,33,50
Benton+County+Washington,Benton+County+Washington,57,66,45,52,46,60,44
Chelan+County+Washington,Chelan+County+Washington,65,55,43,47,41,59,56
Clallam+County+Washington,Clallam+County+Washington,63,68,44,55,38,37,54
Clark+County+Washington,Clark+County+Washington,47,64,55,48,51,62,53
Columbia+County+Washington,Columbia+County+Washington,92,82,49,59,30,35,68
Cowlitz+County+Washington,Cowlitz+County+Washington,49,73,38,48,43,53,52
Douglas+County+Washington,Douglas+County+Washington,52,62,38,47,41,47,56
Ferry+County+Washington,Ferry+County+Washington,53,41,33,52,24,39,46
Franklin+County+Washington,Franklin+County+Washington,47,70,28,53,47,47,42
Garfield+County+Washington,Garfield+County+Washington,52,62,33,37,32,50,61
Grant+County+Washington,Grant+County+Washington,41,69,37,58,34,52,47
Grays+Harbor+County+Washington,Grays+Harbor+County+Washington,63,80,33,51,37,40,56
Island+County+Washington,Island+County+Washington,61,54,53,43,43,31,60
Jefferson+County+Washington,Jefferson+County+Washington,80,69,42,53,36,32,61
King+County+Washington,King+County+Washington,54,66,74,55,61,55,58
Kitsap+County+Washington,Kitsap+County+Washington,62,70,54,46,46,43,52
Kittitas+County+Washington,Kittitas+County+Washington,63,47,47,51,35,40,54
Klickitat+County+Washington,Klickitat+County+Washington,64,78,44,52,32,50,47
Lewis+County+Washington,Lewis+County+Washington,55,75,42,50,36,49,45
Lincoln+County+Washington,Lincoln+County+Washington,73,53,39,51,31,38,50
Mason+County+Washington,Mason+County+Washington,56,79,28,41,29,38,51
Okanogan+County+Washington,Okanogan+County+Washington,61,61,27,58,31,48,49
Pacific+County+Washington,Pacific+County+Washington,76,62,17,52,29,32,55
Pend+Oreille+County+Washington,Pend+Oreille+County+Washington,68,60,43,53,24,49,45
Pierce+County+Washington,Pierce+County+Washington,52,59,52,54,48,60,42
San+Juan+County+Washington,San+Juan+County+Washington,92,42,65,46,33,26,49
Skagit+County+Washington,Skagit+County+Washington,63,68,53,49,38,53,46
Skamania+County+Washington,Skamania+County+Washington,49,62,52,51,32,48,38
Snohomish+County+Washington,Snohomish+County+Washington,50,65,61,48,53,67,48
Spokane+County+Washington,Spokane+County+Washington,51,67,50,60,48,56,63
Stevens+County+Washington,Stevens+County+Washington,59,71,42,47,31,60,49
Thurston+County+Washington,Thurston+County+Washington,55,66,46,43,47,61,48
Wahkiakum+County+Washington,Wahkiakum+County+Washington,49,61,27,49,34,31,50
Walla+Walla+County+Washington,Walla+Walla+County+Washington,50,74,54,49,45,54,56
Whatcom+County+Washington,Whatcom+County+Washington,62,68,57,50,42,45,51
Whitman+County+Washington,Whitman+County+Washington,50,76,58,56,40,32,59
Yakima+County+Washington,Yakima+County+Washington,51,64,36,49,42,49,46
Barbour+County+West+Virginia,Barbour+County+West+Virginia,62,61,28,57,35,40,44
Berkeley+County+West+Virginia,Berkeley+County+West+Virginia,60,39,33,52,41,54,36
Boone+County+West+Virginia,Boone+County+West+Virginia,47,61,21,57,31,69,31
Braxton+County+West+Virginia,Braxton+County+West+Virginia,49,55,27,59,33,43,30
Brooke+County+West+Virginia,Brooke+County+West+Virginia,56,55,33,56,45,56,46
Cabell+County+West+Virginia,Cabell+County+West+Virginia,72,64,40,64,40,37,49
Calhoun+County+West+Virginia,Calhoun+County+West+Virginia,59,61,12,60,30,37,45
Clay+County+West+Virginia,Clay+County+West+Virginia,41,61,15,56,29,76,32
Doddridge+County+West+Virginia,Doddridge+County+West+Virginia,44,61,17,49,33,47,31
Fayette+County+West+Virginia,Fayette+County+West+Virginia,57,41,27,62,37,41,41
Gilmer+County+West+Virginia,Gilmer+County+West+Virginia,41,79,13,48,32,31,38
Grant+County+West+Virginia,Grant+County+West+Virginia,57,59,22,55,36,57,37
Greenbrier+County+West+Virginia,Greenbrier+County+West+Virginia,80,79,34,60,38,46,36
Hampshire+County+West+Virginia,Hampshire+County+West+Virginia,60,47,17,57,29,52,38
Hancock+County+West+Virginia,Hancock+County+West+Virginia,69,63,23,55,50,43,47
Hardy+County+West+Virginia,Hardy+County+West+Virginia,68,61,30,59,29,55,37
Harrison+County+West+Virginia,Harrison+County+West+Virginia,69,73,35,58,40,62,47
Jackson+County+West+Virginia,Jackson+County+West+Virginia,64,60,20,58,38,41,31
Jefferson+County+West+Virginia,Jefferson+County+West+Virginia,48,43,45,45,42,61,37
Kanawha+County+West+Virginia,Kanawha+County+West+Virginia,75,63,35,62,41,59,49
Lewis+County+West+Virginia,Lewis+County+West+Virginia,74,59,26,65,38,58,33
Lincoln+County+West+Virginia,Lincoln+County+West+Virginia,41,61,28,57,27,51,34
Logan+County+West+Virginia,Logan+County+West+Virginia,61,61,9,57,29,59,37
McDowell+County+West+Virginia,McDowell+County+West+Virginia,54,46,11,61,29,52,35
Marion+County+West+Virginia,Marion+County+West+Virginia,79,63,32,58,43,47,50
Marshall+County+West+Virginia,Marshall+County+West+Virginia,72,53,27,64,40,45,42
Mason+County+West+Virginia,Mason+County+West+Virginia,74,57,23,60,33,43,40
Mercer+County+West+Virginia,Mercer+County+West+Virginia,70,51,29,63,35,46,45
Mineral+County+West+Virginia,Mineral+County+West+Virginia,56,59,14,64,38,49,62
Mingo+County+West+Virginia,Mingo+County+West+Virginia,60,62,13,68,31,43,34
Monongalia+County+West+Virginia,Monongalia+County+West+Virginia,60,66,49,56,44,37,48
Monroe+County+West+Virginia,Monroe+County+West+Virginia,50,61,28,55,31,35,40
Morgan+County+West+Virginia,Morgan+County+West+Virginia,82,61,33,48,33,21,38
Nicholas+County+West+Virginia,Nicholas+County+West+Virginia,63,60,22,62,30,37,35
Ohio+County+West+Virginia,Ohio+County+West+Virginia,86,41,47,72,45,56,44
Pendleton+County+West+Virginia,Pendleton+County+West+Virginia,,,,,,,
Pleasants+County+West+Virginia,Pleasants+County+West+Virginia,58,56,20,59,42,68,40
Pocahontas+County+West+Virginia,Pocahontas+County+West+Virginia,87,41,42,41,25,57,37
Preston+County+West+Virginia,Preston+County+West+Virginia,64,58,22,57,33,64,43
Putnam+County+West+Virginia,Putnam+County+West+Virginia,68,54,39,49,43,59,45
Raleigh+County+West+Virginia,Raleigh+County+West+Virginia,66,80,24,60,36,61,40
Randolph+County+West+Virginia,Randolph+County+West+Virginia,72,52,33,63,35,57,44
Ritchie+County+West+Virginia,Ritchie+County+West+Virginia,47,61,13,59,32,58,31
Roane+County+West+Virginia,Roane+County+West+Virginia,57,61,18,61,33,37,39
Summers+County+West+Virginia,Summers+County+West+Virginia,44,62,20,69,27,27,43
Taylor+County+West+Virginia,Taylor+County+West+Virginia,70,61,21,62,44,29,47
Tucker+County+West+Virginia,Tucker+County+West+Virginia,53,78,34,57,36,46,42
Tyler+County+West+Virginia,Tyler+County+West+Virginia,54,59,19,58,37,64,41
Upshur+County+West+Virginia,Upshur+County+West+Virginia,67,42,36,59,41,50,42
Wayne+County+West+Virginia,Wayne+County+West+Virginia,44,72,29,60,35,49,41
Webster+County+West+Virginia,Webster+County+West+Virginia,50,61,20,67,28,29,45
Wetzel+County+West+Virginia,Wetzel+County+West+Virginia,71,60,25,63,40,57,42
Wirt+County+West+Virginia,Wirt+County+West+Virginia,54,61,11,63,25,63,33
Wood+County+West+Virginia,Wood+County+West+Virginia,76,47,27,60,44,55,54
Wyoming+County+West+Virginia,Wyoming+County+West+Virginia,40,49,13,62,26,52,36
Adams+County+Wisconsin,Adams+County+Wisconsin,40,53,37,49,26,49,42
Ashland+County+Wisconsin,Ashland+County+Wisconsin,77,74,50,62,33,69,51
Barron+County+Wisconsin,Barron+County+Wisconsin,71,55,39,54,39,71,45
Bayfield+County+Wisconsin,Bayfield+County+Wisconsin,98,61,54,55,25,48,45
Brown+County+Wisconsin,Brown+County+Wisconsin,63,56,58,48,51,69,65
Buffalo+County+Wisconsin,Buffalo+County+Wisconsin,68,59,45,44,37,53,46
Burnett+County+Wisconsin,Burnett+County+Wisconsin,83,61,37,48,26,46,48
Calumet+County+Wisconsin,Calumet+County+Wisconsin,60,48,57,58,48,81,45
Chippewa+County+Wisconsin,Chippewa+County+Wisconsin,61,69,45,51,40,73,43
Clark+County+Wisconsin,Clark+County+Wisconsin,58,48,31,52,37,53,45
Columbia+County+Wisconsin,Columbia+County+Wisconsin,,,,,,,
Crawford+County+Wisconsin,Crawford+County+Wisconsin,66,60,52,56,41,72,43
Dane+County+Wisconsin,Dane+County+Wisconsin,78,66,73,66,57,66,60
Dodge+County+Wisconsin,Dodge+County+Wisconsin,61,50,50,50,47,73,47
Door+County+Wisconsin,Door+County+Wisconsin,100,65,58,50,35,64,48
Douglas+County+Wisconsin,Douglas+County+Wisconsin,61,59,46,82,40,52,74
Dunn+County+Wisconsin,Dunn+County+Wisconsin,66,52,53,54,40,63,46
Eau+Claire+County+Wisconsin,Eau+Claire+County+Wisconsin,78,63,54,54,46,62,52
Florence+County+Wisconsin,Florence+County+Wisconsin,76,81,41,53,20,57,43
Fond+du+Lac+County+Wisconsin,Fond+du+Lac+County+Wisconsin,64,55,55,53,46,72,49
Forest+County+Wisconsin,Forest+County+Wisconsin,71,74,40,57,24,55,47
Grant+County+Wisconsin,Grant+County+Wisconsin,59,60,48,56,41,66,48
Green+County+Wisconsin,Green+County+Wisconsin,73,58,55,51,40,80,48
Green+Lake+County+Wisconsin,Green+Lake+County+Wisconsin,71,35,46,55,40,56,46
Iowa+County+Wisconsin,Iowa+County+Wisconsin,84,60,57,48,36,88,31
Iron+County+Wisconsin,Iron+County+Wisconsin,53,61,40,65,24,51,49
Jackson+County+Wisconsin,Jackson+County+Wisconsin,60,73,47,51,33,71,44
Jefferson+County+Wisconsin,Jefferson+County+Wisconsin,67,50,56,51,46,67,51
Juneau+County+Wisconsin,Juneau+County+Wisconsin,49,53,40,50,33,51,38
Kenosha+County+Wisconsin,Kenosha+County+Wisconsin,56,53,50,48,51,60,49
Kewaunee+County+Wisconsin,Kewaunee+County+Wisconsin,49,65,46,49,41,86,43
La+Crosse+County+Wisconsin,La+Crosse+County+Wisconsin,76,66,65,56,51,77,75
Lafayette+County+Wisconsin,Lafayette+County+Wisconsin,52,46,44,48,37,60,40
Langlade+County+Wisconsin,Langlade+County+Wisconsin,77,61,51,55,30,58,50
Lincoln+County+Wisconsin,Lincoln+County+Wisconsin,71,59,49,55,36,66,48
Manitowoc+County+Wisconsin,Manitowoc+County+Wisconsin,69,53,51,55,45,65,52
Marathon+County+Wisconsin,Marathon+County+Wisconsin,67,67,50,49,45,72,59
Marinette+County+Wisconsin,Marinette+County+Wisconsin,62,59,33,57,34,67,45
Marquette+County+Wisconsin,Marquette+County+Wisconsin,69,60,31,49,30,45,38
Menominee+County+Wisconsin,Menominee+County+Wisconsin,42,46,14,61,29,48,43
Milwaukee+County+Wisconsin,Milwaukee+County+Wisconsin,63,54,54,70,60,54,76
Monroe+County+Wisconsin,Monroe+County+Wisconsin,61,80,46,49,37,69,45
Oconto+County+Wisconsin,Oconto+County+Wisconsin,58,46,42,45,32,80,54
Oneida+County+Wisconsin,Oneida+County+Wisconsin,78,51,51,52,30,55,49
Outagamie+County+Wisconsin,Outagamie+County+Wisconsin,70,52,60,61,50,79,48
Ozaukee+County+Wisconsin,Ozaukee+County+Wisconsin,80,53,67,52,54,73,55
Pepin+County+Wisconsin,Pepin+County+Wisconsin,83,61,36,40,36,60,48
Pierce+County+Wisconsin,Pierce+County+Wisconsin,62,61,56,48,41,79,42
Polk+County+Wisconsin,Polk+County+Wisconsin,77,44,42,52,34,66,44
Portage+County+Wisconsin,Portage+County+Wisconsin,67,60,54,53,43,66,53
Price+County+Wisconsin,Price+County+Wisconsin,71,34,40,57,28,63,51
Racine+County+Wisconsin,Racine+County+Wisconsin,67,46,49,51,51,50,62
Richland+County+Wisconsin,Richland+County+Wisconsin,69,60,46,52,38,65,44
Rock+County+Wisconsin,Rock+County+Wisconsin,64,56,51,50,48,63,55
Rusk+County+Wisconsin,Rusk+County+Wisconsin,65,60,38,59,31,50,49
St.+Croix+County+Wisconsin,St.+Croix+County+Wisconsin,70,60,53,52,44,82,48
Sauk+County+Wisconsin,Sauk+County+Wisconsin,86,67,51,50,38,84,46
Sawyer+County+Wisconsin,Sawyer+County+Wisconsin,77,48,48,50,22,51,46
Shawano+County+Wisconsin,Shawano+County+Wisconsin,62,49,40,53,36,58,40
Sheboygan+County+Wisconsin,Sheboygan+County+Wisconsin,74,56,61,53,46,79,68
Taylor+County+Wisconsin,Taylor+County+Wisconsin,61,70,47,52,32,66,47
Trempealeau+County+Wisconsin,Trempealeau+County+Wisconsin,67,59,44,55,39,77,44
Vernon+County+Wisconsin,Vernon+County+Wisconsin,76,80,52,58,40,54,58
Vilas+County+Wisconsin,Vilas+County+Wisconsin,93,81,53,53,27,46,47
Walworth+County+Wisconsin,Walworth+County+Wisconsin,69,58,49,49,43,58,43
Washburn+County+Wisconsin,Washburn+County+Wisconsin,79,40,41,52,30,59,50
Washington+County+Wisconsin,Washington+County+Wisconsin,66,75,57,53,50,85,48
Waukesha+County+Wisconsin,Waukesha+County+Wisconsin,67,40,65,57,54,80,54
Waupaca+County+Wisconsin,Waupaca+County+Wisconsin,64,56,53,51,40,64,42
Waushara+County+Wisconsin,Waushara+County+Wisconsin,69,61,44,48,31,51,37
Winnebago+County+Wisconsin,Winnebago+County+Wisconsin,65,56,56,65,49,72,53
